Date,Precipitacion,Temperatura_Minima,Temperatura_Maxima,Int._del_Viento
2025-07-24,0,"2,9","16,7","6,6"
2025-07-25,0,"0,3","12,9","2,5"
2025-07-26,3,"3,5","8,7","5,3"
2025-07-27,"0,2","3,4","5,7","3,9"
2025-07-28,0,"3,2","13,2","2,9"
2025-07-29,0,"1,2","20,5","5,6"
2025-07-30,0,"9,1","23,3","6,3"
2025-07-31,0,"8,5","20,9","3,6"
2025-08-01,0,"6,5","14,3","7,2"
2025-08-02,0,"2,6","17,9","2,8"
2025-08-03,0,"0,6","14,3","5,8"
2025-08-04,0,"5,2","16,2","5,8"
2025-08-05,0,"3,8","19,8","5,2"
2025-08-06,"0,1",1,"18,5",5
2025-08-07,0,"-1,3","14,8","3,8"
2025-08-08,0,"-6,1","17,9","3,2"
2025-08-09,0,0,"22,1","4,3"
2025-08-10,0,0,"22,5","2,5"
2025-08-11,0,0,"25,5","2,7"
2025-08-12,0,"10,6","27,5","5,7"
